id,price,qty,quoteQty,time,isBuyerMaker,isBestMatch
82035558,0.00204750,0.43000000,0.00088042,1595709284932,False,True
82035559,0.00204740,0.12000000,0.00024568,1595709287956,False,True
82035560,0.00204610,86.74000000,0.17747871,1595709288452,True,True
82035561,0.00204730,1.65000000,0.00337804,1595709293090,False,True
82035562,0.00204770,1.42000000,0.00290773,1595709293090,False,True
82035563,0.00204770,4.93000000,0.01009516,1595709293090,False,True
82035564,0.00204690,113.29000000,0.23189330,1595709295856,True,True
82035565,0.00204640,126.54000000,0.25895145,1595709301612,True,True
82035566,0.00204710,1.88000000,0.00384854,1595709304240,False,True
82035567,0.00204770,3.35000000,0.00685979,1595709304240,False,True
82035568,0.00204780,0.76000000,0.00155632,1595709304240,False,True
82035569,0.00204600,4.61000000,0.00943206,1595709304636,True,True
82035570,0.00204600,4.07000000,0.00832722,1595709304638,True,True
82035571,0.00204600,0.08000000,0.00016368,1595709305238,True,True
82035572,0.00204660,0.20000000,0.00040932,1595709306110,False,True
82035573,0.00204710,2.30000000,0.00470833,1595709307243,False,True
82035574,0.00204760,3.44000000,0.00704374,1595709307243,False,True
82035575,0.00204770,0.25000000,0.00051192,1595709307243,False,True
82035576,0.00204710,0.05000000,0.00010235,1595709307518,False,True
82035577,0.00204620,0.17000000,0.00034785,1595709309615,True,True
82035578,0.00204660,1.64000000,0.00335642,1595709310244,False,True
82035579,0.00204760,1.35000000,0.00276426,1595709310244,False,True
82035580,0.00204770,3.00000000,0.00614310,1595709310244,False,True
82035581,0.00204660,68.21000000,0.13959858,1595709310556,False,True
82035582,0.00204620,8.76000000,0.01792471,1595709312094,True,True
82035583,0.00204700,1.89000000,0.00386883,1595709313261,False,True
82035584,0.00204730,4.10000000,0.00839393,1595709313261,False,True
82035585,0.00204670,1.80000000,0.00368406,1595709313429,True,True
82035586,0.00204640,2.25000000,0.00460440,1595709314324,True,True
82035587,0.00204630,33.30000000,0.06814179,1595709314324,True,True
82035588,0.00204630,102.75000000,0.21025732,1595709314328,True,True
82035589,0.00204680,0.50000000,0.00102340,1595709314441,False,True
82035590,0.00204600,95.00000000,0.19437000,1595709314473,True,True
82035591,0.00204600,2.16000000,0.00441936,1595709314473,True,True
82035592,0.00204600,95.00000000,0.19437000,1595709314473,True,True
82035593,0.00204600,21.64000000,0.04427544,1595709314478,True,True
82035594,0.00204600,20.00000000,0.04092000,1595709314479,True,True
82035595,0.00204600,0.12000000,0.00024552,1595709314480,True,True
82035596,0.00204600,1.73000000,0.00353958,1595709314481,True,True
82035597,0.00204600,7.72000000,0.01579512,1595709314585,True,True
82035598,0.00204580,0.12000000,0.00024549,1595709315026,True,True
82035599,0.00204540,0.19000000,0.00038862,1595709315151,True,True
82035600,0.00204540,0.08000000,0.00016363,1595709315166,True,True
82035601,0.00204540,9.80000000,0.02004492,1595709315903,True,True
82035602,0.00204570,4.11000000,0.00840782,1595709316270,False,True
82035603,0.00204580,1.88000000,0.00384610,1595709316270,False,True
82035604,0.00204550,145.25000000,0.29710887,1595709316555,True,True
82035605,0.00204540,42.94000000,0.08782947,1595709318408,True,True
82035606,0.00204540,171.92000000,0.35164516,1595709318421,True,True
